essay_id_comp,prompt_name,task
7F139940D2FE,Mandatory extracurricular activities,Independent
7F1808A53482,Mandatory extracurricular activities,Independent
7F22BF0859BB,Mandatory extracurricular activities,Independent
7F23522935FD,Summer projects,Independent
7F2AF2E21E2B,Mandatory extracurricular activities,Independent
7F2C3D877C97,Seeking multiple opinions,Independent
7F375C57B28A,Mandatory extracurricular activities,Independent
7F3E86846794,Summer projects,Independent
7F3F990451F6,Summer projects,Independent
7F438CA11201,Mandatory extracurricular activities,Independent
7F4479488C31,Grades for extracurricular activities,Independent
7F4608EA5743,Grades for extracurricular activities,Independent
7F47FC448059,Distance learning,Independent
7F4E3283ECE3,Mandatory extracurricular activities,Independent
7F523261B071,Grades for extracurricular activities,Independent
7F539C089AFF,Distance learning,Independent
7F5C09BED8AE,Grades for extracurricular activities,Independent
7F616F0C4D8F,Grades for extracurricular activities,Independent
7F63036D0C59,Distance learning,Independent
7F658EA3F2EA,Grades for extracurricular activities,Independent
7F6795CE405C,Distance learning,Independent
7F697EF803C9,Summer projects,Independent
7F7B48A486BE,Community service,Independent
7F87920E2DFA,Cell phones at school,Independent
7F8AD2B6CCCC,Summer projects,Independent
7F8F42E38A0A,Cell phones at school,Independent
7F974959003A,Distance learning,Independent
7FA0313E733E,Mandatory extracurricular activities,Independent
7FA3E6DDC0B6,Grades for extracurricular activities,Independent
7FA6B07F2373,Cell phones at school,Independent
7FB02EF0CF58,Mandatory extracurricular activities,Independent
7FB5A53C6DD8,Seeking multiple opinions,Independent
7FC70F8F20E3,Summer projects,Independent
7FC7FFE08C80,Mandatory extracurricular activities,Independent
7FCE22059A5B,Mandatory extracurricular activities,Independent
7FD41B78B3A4,Summer projects,Independent
7FD4A314D751,Distance learning,Independent
7FEB91640AAE,Community service,Independent
7FF21C0ABC9E,Distance learning,Independent
8.30881E+11,Mandatory extracurricular activities,Independent
8.71311E+11,Mandatory extracurricular activities,Independent
8.91E+13,Community service,Independent
8.97E+16,Grades for extracurricular activities,Independent
800D1BAA86C4,Grades for extracurricular activities,Independent
80118749FB42,Cell phones at school,Independent
80144F17A71C,Seeking multiple opinions,Independent
801C34D883FD,Cell phones at school,Independent
801DA1EF0C47,Mandatory extracurricular activities,Independent
8026F9CF4C95,Grades for extracurricular activities,Independent
80270A6CC6EF,Mandatory extracurricular activities,Independent
8027D8B7844F,Cell phones at school,Independent
802E234C4BB9,Grades for extracurricular activities,Independent
80368BCB869B,Mandatory extracurricular activities,Independent
803C3E9E14B2,Community service,Independent
803FCF571644,Mandatory extracurricular activities,Independent
80510BCCEA59,Seeking multiple opinions,Independent
8051853E8AF7,Grades for extracurricular activities,Independent
805817402C5E,Distance learning,Independent
8060648FFE0D,Mandatory extracurricular activities,Independent
80619550D955,Community service,Independent
8061D44308E9,Distance learning,Independent
8062735D7B3E,Cell phones at school,Independent
80664125F8D0,Grades for extracurricular activities,Independent
80667AD3FFD8,Summer projects,Independent
80684E17DC75,Summer projects,Independent
806A8C08ADF7,Mandatory extracurricular activities,Independent
806E34F55847,Community service,Independent
8075A44B3D4E,Mandatory extracurricular activities,Independent
80762DA00183,Grades for extracurricular activities,Independent
807EB6CA95EB,Distance learning,Independent
808052FD74DF,Grades for extracurricular activities,Independent
80875397FA07,Cell phones at school,Independent
80877A1F0A7D,Summer projects,Independent
80889A79B329,Seeking multiple opinions,Independent
808E8ED91EED,Seeking multiple opinions,Independent
80905F810672,Mandatory extracurricular activities,Independent
80935ABC7D39,Summer projects,Independent
8093D01B2742,Seeking multiple opinions,Independent
80AB29F23E1E,Community service,Independent
80BA1C4DB6F0,Seeking multiple opinions,Independent
80C2ED8BE6A6,Distance learning,Independent
80C861916EB4,Seeking multiple opinions,Independent
80CAF7FFFD56,Distance learning,Independent
80D1357B10A0,Distance learning,Independent
80D2FE30F665,Distance learning,Independent
80D55B272621,Distance learning,Independent
80D5ECB994F3,Cell phones at school,Independent
80DCC4992B10,Cell phones at school,Independent
80E2B7016611,Seeking multiple opinions,Independent
80E51C7379CD,Distance learning,Independent
80F2427F337D,Distance learning,Independent
80F8E7B1ABBA,Community service,Independent
80F9BE567E1A,Community service,Independent
80FCBE64AC16,Grades for extracurricular activities,Independent
80FE1A70F85C,Summer projects,Independent
810142FCE213,Seeking multiple opinions,Independent
8104E64577EB,Mandatory extracurricular activities,Independent
81122C8AD46A,Grades for extracurricular activities,Independent
811EA43C1813,Cell phones at school,Independent
8129CE323993,Community service,Independent
812CBC21EE50,Distance learning,Independent
8135441CED7B,Cell phones at school,Independent
8136D5F6F7A4,Cell phones at school,Independent
81407E5C8299,Mandatory extracurricular activities,Independent
815AB04BFBF3,Mandatory extracurricular activities,Independent
815EE0AF066F,Summer projects,Independent
81720D00C09E,Community service,Independent
8172F9426183,Mandatory extracurricular activities,Independent
8175DAF201D2,Community service,Independent
8182360CC270,Summer projects,Independent
8192F4D79528,Distance learning,Independent
81A41F6CFC71,Grades for extracurricular activities,Independent
81A723D57718,Cell phones at school,Independent
81AD1F069407,Summer projects,Independent
81B5E59B9ACB,Distance learning,Independent
81BCB1DE23B7,Seeking multiple opinions,Independent
81C5893C9CF5,Mandatory extracurricular activities,Independent
81C85E0925CC,Summer projects,Independent
81D05263142A,Distance learning,Independent
81E073241214,Mandatory extracurricular activities,Independent
81EB648B5B51,Distance learning,Independent
81EFE876B2CE,Community service,Independent
81F8C7B45A58,Seeking multiple opinions,Independent
81FD42FF7DBF,Distance learning,Independent
8201C5613F2C,Distance learning,Independent
82069370B661,Community service,Independent
821096176D61,Community service,Independent
821366C0A216,Distance learning,Independent
82177357AAB8,Grades for extracurricular activities,Independent
822440E5EF9F,Mandatory extracurricular activities,Independent
82280B54C392,Distance learning,Independent
822A901609CD,Cell phones at school,Independent
823A09BFA77B,Summer projects,Independent
823C62BADB7E,Mandatory extracurricular activities,Independent
823D54325D65,Cell phones at school,Independent
823E2D5A4722,Summer projects,Independent
82457B1EB82B,Grades for extracurricular activities,Independent
8248E7E6E2A0,Grades for extracurricular activities,Independent
824DAEDF9E75,Summer projects,Independent
824F5CC94C0F,Community service,Independent
8252036912DC,Mandatory extracurricular activities,Independent
826100BD96F9,Grades for extracurricular activities,Independent
82618B162AAC,Grades for extracurricular activities,Independent
826C0231C0BE,Grades for extracurricular activities,Independent
8279663F8F18,Grades for extracurricular activities,Independent
827C8F96A128,Summer projects,Independent
827DB1A83F7A,Grades for extracurricular activities,Independent
8281BBB80A67,Community service,Independent
82894F0260CF,Grades for extracurricular activities,Independent
828F31F78F78,Cell phones at school,Independent
828FE7B8D02C,Seeking multiple opinions,Independent
8290407C0F6B,Summer projects,Independent
8296F0F59F3D,Grades for extracurricular activities,Independent
829A1FD8A7EF,Distance learning,Independent
829D60F08792,Community service,Independent
82A577255345,Cell phones at school,Independent
82BBC3EC5C3A,Community service,Independent
82C8D991C949,Cell phones at school,Independent
82CBA25E2806,Distance learning,Independent
82D51CA85C5C,Seeking multiple opinions,Independent
82DC5A71EDBA,Grades for extracurricular activities,Independent
82E1E80B9F3B,Mandatory extracurricular activities,Independent
82E21B844F8E,Cell phones at school,Independent
82EA455D26AA,Grades for extracurricular activities,Independent
82EA4B643F77,Mandatory extracurricular activities,Independent
82EB399A8961,Summer projects,Independent
82F18DAE70E4,Community service,Independent
82F1B8436E48,Seeking multiple opinions,Independent
82F7210163B5,Distance learning,Independent
830F3C15936F,Grades for extracurricular activities,Independent
831456662FB5,Distance learning,Independent
8315EB545E9D,Grades for extracurricular activities,Independent
8315F09ED7A6,Distance learning,Independent
831F54B2B19D,Distance learning,Independent
8327864CB51A,Cell phones at school,Independent
832BF7151D40,Seeking multiple opinions,Independent
8331F4B3ADFC,Cell phones at school,Independent
833696A5748C,Grades for extracurricular activities,Independent
833EF924344E,Grades for extracurricular activities,Independent
83460DEC7009,Grades for extracurricular activities,Independent
836389DC45F4,Cell phones at school,Independent
836FC7F5F535,Mandatory extracurricular activities,Independent
837A4ADE887E,Community service,Independent
83821661B8F5,Mandatory extracurricular activities,Independent
8386ED5577DF,Mandatory extracurricular activities,Independent
8387BDBA7F9B,Distance learning,Independent
83882CA03A48,Community service,Independent
838A96E95C09,Seeking multiple opinions,Independent
838FEC2EF38E,Summer projects,Independent
8391AA01FFCF,Seeking multiple opinions,Independent
8398E04E5365,Community service,Independent
839908CBDB40,Community service,Independent
839F4F7F7DD7,Distance learning,Independent
839FBFBB7054,Summer projects,Independent
83A08732498F,Summer projects,Independent
83A7376E9454,Summer projects,Independent
83AAAD315F57,Cell phones at school,Independent
83AE9B85F6FD,Distance learning,Independent
83B0293B9D2F,Community service,Independent
83B1E7A4E840,Mandatory extracurricular activities,Independent
83B32016A5D1,Community service,Independent
83B913544D0A,Cell phones at school,Independent
83BB96F966DB,Distance learning,Independent
83BE91B3EF1F,Distance learning,Independent
83C27F297E94,Seeking multiple opinions,Independent
83CAAFEF8194,Grades for extracurricular activities,Independent
83D78B6382F4,Distance learning,Independent
83D8EED426D9,Mandatory extracurricular activities,Independent
83D933BD5B81,Community service,Independent
83E0907005B6,Community service,Independent
83EC644E325D,Mandatory extracurricular activities,Independent
83ED986D8BC0,Mandatory extracurricular activities,Independent
83F4F29E9662,Summer projects,Independent
83FA1948A3F4,Mandatory extracurricular activities,Independent
840A520F0D99,Summer projects,Independent
840ADB958D7C,Cell phones at school,Independent
840BD934198B,Mandatory extracurricular activities,Independent
841618F63777,Seeking multiple opinions,Independent
84187E561424,Seeking multiple opinions,Independent
841F9E15D42E,Community service,Independent
842D4576CB4E,Summer projects,Independent
842FD7CFFDDB,Grades for extracurricular activities,Independent
84305C417C4B,Mandatory extracurricular activities,Independent
8430D63288D2,Seeking multiple opinions,Independent
84367AEE6898,Distance learning,Independent
843F8AFA3905,Summer projects,Independent
844406CFDCD9,Summer projects,Independent
844CC1FA570F,Grades for extracurricular activities,Independent
845A0E7E3013,Seeking multiple opinions,Independent
845A6CB0C648,Distance learning,Independent
845CC4EB2039,Grades for extracurricular activities,Independent
846655D3F807,Summer projects,Independent
84705C9E9180,Distance learning,Independent
847AF2857FBF,Cell phones at school,Independent
8484FA8389A3,Mandatory extracurricular activities,Independent
848CD0BA745D,Distance learning,Independent
849228E9ADD8,Distance learning,Independent
84969F34483A,Grades for extracurricular activities,Independent
8498B3A8642D,Distance learning,Independent
849911F5126B,Grades for extracurricular activities,Independent
849BE041D1C8,Grades for extracurricular activities,Independent
84A0AE362A83,Summer projects,Independent
84A55E13EEC1,Grades for extracurricular activities,Independent
84A5803E6C6A,Mandatory extracurricular activities,Independent
84A786DDC40D,Cell phones at school,Independent
84A96D976445,Cell phones at school,Independent
84B1E0E85878,Cell phones at school,Independent
84C2FE4B60BC,Seeking multiple opinions,Independent
84C6F616721B,Summer projects,Independent
84CBD44248F2,Cell phones at school,Independent
84D2A6C75C67,Seeking multiple opinions,Independent
84D460E228D7,Mandatory extracurricular activities,Independent
84D821F541E7,Distance learning,Independent
84D827C2D12A,Summer projects,Independent
84D8BC64E749,Mandatory extracurricular activities,Independent
84DA3A4E84CC,Summer projects,Independent
84DC56271CF8,Mandatory extracurricular activities,Independent
84E693790A66,Community service,Independent
84EC5D05E3E2,Distance learning,Independent
85004BC426B1,Seeking multiple opinions,Independent
8501E9EDF0FD,Community service,Independent
8508D4805CEC,Summer projects,Independent
85150B337E02,Cell phones at school,Independent
851CDCC848DF,Summer projects,Independent
851FFB9D96E1,Grades for extracurricular activities,Independent
8521B650F8A9,Community service,Independent
852F3C1EE704,Distance learning,Independent
85344BC765F7,Distance learning,Independent
853F856CA64C,Grades for extracurricular activities,Independent
8542D5615740,Distance learning,Independent
8554C275A365,Cell phones at school,Independent
855FF8C43FAE,Mandatory extracurricular activities,Independent
8563982CE8C7,Cell phones at school,Independent
856462BFBBB1,Mandatory extracurricular activities,Independent
85783DD810EF,Grades for extracurricular activities,Independent
857D1D3BC2C6,Distance learning,Independent
857F8C1E0A0A,Cell phones at school,Independent
857FAF7C385C,Distance learning,Independent
85800ECFE568,Distance learning,Independent
85808F0851D8,Distance learning,Independent
8586AF2475F3,Grades for extracurricular activities,Independent
858A41A513AF,Distance learning,Independent
858C24FE7A08,Community service,Independent
8593D649EBE4,Grades for extracurricular activities,Independent
859DCEBAAEC4,Mandatory extracurricular activities,Independent
85A263A129B5,Summer projects,Independent
85ACDB1C7BE4,Mandatory extracurricular activities,Independent
85B0876A1FBA,Cell phones at school,Independent
85B3B76C4384,Community service,Independent
85B3EE483BEF,Seeking multiple opinions,Independent
85B5621E1876,Distance learning,Independent
85B700BA5A7C,Mandatory extracurricular activities,Independent
85C5BA416D54,Cell phones at school,Independent
85C8AC30C12F,Distance learning,Independent
85CC7B182ED6,Cell phones at school,Independent
85D7C9ADFE4F,Distance learning,Independent
85DB79959EEB,Seeking multiple opinions,Independent
85E2FCE046E8,Community service,Independent
85E46E4774B2,Cell phones at school,Independent
85E48EAD158A,Community service,Independent
85E4A10D0918,Seeking multiple opinions,Independent
85EB8DC94BD0,Grades for extracurricular activities,Independent
85EF5F2BDA22,Grades for extracurricular activities,Independent
85F4C57672EA,Distance learning,Independent
85F85936F1E6,Community service,Independent
86002C63D9C4,Community service,Independent
86052928ECB9,Community service,Independent
860691D518C6,Mandatory extracurricular activities,Independent
860738F5857F,Grades for extracurricular activities,Independent
860E4F40B57D,Distance learning,Independent
861588AA9001,Distance learning,Independent
861B660C2E86,Seeking multiple opinions,Independent
8621C5C419CE,Cell phones at school,Independent
8624013087D0,Cell phones at school,Independent
86245BB1A314,Distance learning,Independent
8624720F50AA,Community service,Independent
862995E50ECE,Summer projects,Independent
862FEAF83C5B,Cell phones at school,Independent
8644441AB019,Grades for extracurricular activities,Independent
864557850F63,Community service,Independent
864AF793CBA7,Community service,Independent
864B67B1FF46,Cell phones at school,Independent
864C2D595DF7,Summer projects,Independent
864E45D7BD5B,Mandatory extracurricular activities,Independent
864EE35A4744,Seeking multiple opinions,Independent
8650490FD98E,Community service,Independent
86542460611A,Seeking multiple opinions,Independent
865E665B13F7,Grades for extracurricular activities,Independent
866B61E17B7D,Distance learning,Independent
866DC580CBF3,Distance learning,Independent
867777EC86C8,Cell phones at school,Independent
8679D5C9C9C7,Mandatory extracurricular activities,Independent
867A58ACE30E,Grades for extracurricular activities,Independent
8680D4F9266D,Seeking multiple opinions,Independent
86887AB8BE18,Distance learning,Independent
868D445794AB,Cell phones at school,Independent
869367F8A718,Distance learning,Independent
86A24627502D,Grades for extracurricular activities,Independent
86A362AFF89F,Community service,Independent
86A511A55117,Distance learning,Independent
86A99FA674E5,Mandatory extracurricular activities,Independent
86B56FCAE0E5,Community service,Independent
86B8E74548F4,Mandatory extracurricular activities,Independent
86BB790A5875,Seeking multiple opinions,Independent
86C3087B78A3,Mandatory extracurricular activities,Independent
86C3CBD25A60,Summer projects,Independent
86D1F207868B,Summer projects,Independent
86D78A2CD591,Seeking multiple opinions,Independent
86D79F272847,Summer projects,Independent
86DACAE7097F,Distance learning,Independent
86DC4C84C053,Mandatory extracurricular activities,Independent
86E5ADAE8206,Summer projects,Independent
86FB71F29A12,Community service,Independent
86FE14E918D1,Seeking multiple opinions,Independent
86FF8C35A885,Cell phones at school,Independent
87055E1EDAC2,Summer projects,Independent
871097AE113C,Cell phones at school,Independent
8711A8190E5D,Grades for extracurricular activities,Independent
871287046F85,Seeking multiple opinions,Independent
87186C957B20,Cell phones at school,Independent
871B7DB49A3F,Grades for extracurricular activities,Independent
871CE2BE3370,Seeking multiple opinions,Independent
87251EF8082E,Summer projects,Independent
87258EA0A73C,Grades for extracurricular activities,Independent
8726B24BA724,Grades for extracurricular activities,Independent
8727FFFF8441,Community service,Independent
872A3AAEC127,Distance learning,Independent
872AED166FA6,Distance learning,Independent
872D2382D49E,Cell phones at school,Independent
872F02B58AA6,Summer projects,Independent
87301169FEAA,Distance learning,Independent
87328D07C574,Seeking multiple opinions,Independent
8737264DDCD4,Mandatory extracurricular activities,Independent
8742BE58A671,Mandatory extracurricular activities,Independent
8745FC479838,Cell phones at school,Independent
8751DABF6F73,Mandatory extracurricular activities,Independent
876A650B692E,Distance learning,Independent
876BE44293AE,Summer projects,Independent
876EB8B99AC6,Seeking multiple opinions,Independent
877D7E614694,Grades for extracurricular activities,Independent
877E5E24D71D,Community service,Independent
8783D7E09D7E,Cell phones at school,Independent
878757F074DB,Distance learning,Independent
878EF77AEFED,Distance learning,Independent
8793444EF088,Distance learning,Independent
87947A34CAEA,Cell phones at school,Independent
87958B77E2DC,Seeking multiple opinions,Independent
879899ED7AEF,Grades for extracurricular activities,Independent
8799ED61A608,Summer projects,Independent
879F973C6DF6,Distance learning,Independent
87A2153DC6CF,Mandatory extracurricular activities,Independent
87A3A28A5EB8,Mandatory extracurricular activities,Independent
87A8B315A26E,Distance learning,Independent
87A974F87B12,Cell phones at school,Independent
87AF2FEABA83,Distance learning,Independent
87B3B5E45156,Seeking multiple opinions,Independent
87B5969668D7,Distance learning,Independent
87B830921FBA,Distance learning,Independent
87B9974CE965,Grades for extracurricular activities,Independent
87C4CE3E96BE,Grades for extracurricular activities,Independent
87C607A0EF62,Mandatory extracurricular activities,Independent
87C7180CD212,Seeking multiple opinions,Independent
87CA45AA5B23,Summer projects,Independent
87D07D40F15E,Grades for extracurricular activities,Independent
87D436B64CB4,Community service,Independent
87DC9D17D46E,Grades for extracurricular activities,Independent
87E637213D66,Seeking multiple opinions,Independent
87F69F495958,Grades for extracurricular activities,Independent
87F826CDE47A,Community service,Independent
8805BDE4E251,Mandatory extracurricular activities,Independent
880E4340D062,Mandatory extracurricular activities,Independent
880F6C543080,Community service,Independent
8812C76524F0,Grades for extracurricular activities,Independent
8814CF59BC3B,Mandatory extracurricular activities,Independent
881C594055EB,Community service,Independent
8822513C8D85,Seeking multiple opinions,Independent
88273D2F8BB4,Summer projects,Independent
883880ACBA01,Seeking multiple opinions,Independent
883D374AC02F,Mandatory extracurricular activities,Independent
883E45198895,Community service,Independent
884190375DAB,Grades for extracurricular activities,Independent
8846B3225DEB,Distance learning,Independent
884E6C7D3160,Grades for extracurricular activities,Independent
885CBDD4A297,Seeking multiple opinions,Independent
886AA758F248,Community service,Independent
886FED68C229,Community service,Independent
8871239EBCA5,Mandatory extracurricular activities,Independent
88816FFD8A5C,Distance learning,Independent
8882BE4360A5,Distance learning,Independent
88860671767F,Distance learning,Independent
8886AD6E3BF1,Seeking multiple opinions,Independent
888D36BD7FD3,Community service,Independent
888EFFEEF4A6,Grades for extracurricular activities,Independent
88910DE4976E,Mandatory extracurricular activities,Independent
88990A944CC0,Grades for extracurricular activities,Independent
88A4F79B5203,Distance learning,Independent
88B0F016492E,Distance learning,Independent
88C4EAEB95A1,Cell phones at school,Independent
88C9F52F748F,Seeking multiple opinions,Independent
88D0417284B4,Cell phones at school,Independent
88FA9C1FF56D,Grades for extracurricular activities,Independent
88FC05DDCC92,Community service,Independent
88FCD4D35128,Distance learning,Independent
88FD7FAAFA90,Summer projects,Independent
890BA90FED9D,Summer projects,Independent
890E9CBF7BF8,Distance learning,Independent
89152EA3528E,Mandatory extracurricular activities,Independent
891AEC9CAFC5,Community service,Independent
891C3503DD33,Distance learning,Independent
8925498D8C36,Seeking multiple opinions,Independent
8930F3F9E554,Cell phones at school,Independent
89326D7277B1,Community service,Independent
893B6A0CDB2D,Seeking multiple opinions,Independent
8945D160056D,Mandatory extracurricular activities,Independent
89593AEC5E89,Distance learning,Independent
896B223BF708,Grades for extracurricular activities,Independent
896F322AE281,Cell phones at school,Independent
897004C788FB,Seeking multiple opinions,Independent
8971626EE759,Community service,Independent
8975E6D0380E,Mandatory extracurricular activities,Independent
89822D57FE56,Grades for extracurricular activities,Independent
898BBCB60510,Summer projects,Independent
898C54B54558,Grades for extracurricular activities,Independent
898FBF6ECEEE,Mandatory extracurricular activities,Independent
8999E5263723,Community service,Independent
899C33966AE0,Seeking multiple opinions,Independent
899D394E518E,Mandatory extracurricular activities,Independent
89A1E2B6F0A1,Mandatory extracurricular activities,Independent
89A31DD6C8E1,Cell phones at school,Independent
89AB334EE7ED,Community service,Independent
89B939843B8D,Summer projects,Independent
89BA155355E4,Summer projects,Independent
89BED1950DFE,Seeking multiple opinions,Independent
89C191C7957C,Distance learning,Independent
89C55AA2CA12,Community service,Independent
89C921B360F7,Community service,Independent
89CD5C5D9180,Cell phones at school,Independent
89DD12847D93,Grades for extracurricular activities,Independent
89DF30396BAE,Community service,Independent
89E1708E4BCA,Cell phones at school,Independent
89E1BF0D40C8,Seeking multiple opinions,Independent
89E1CF43B214,Mandatory extracurricular activities,Independent
89E73E0B8EF5,Summer projects,Independent
89ECFD2A6D68,Grades for extracurricular activities,Independent
89EEA7194D7C,Grades for extracurricular activities,Independent
8A00BBFCFABB,Seeking multiple opinions,Independent
8A06243FE484,Community service,Independent
8A0A3FE01FE7,Distance learning,Independent
8A0F7E327BC5,Mandatory extracurricular activities,Independent
8A10A65857EE,Seeking multiple opinions,Independent
8A11B24EEE66,Distance learning,Independent
8A142C377525,Distance learning,Independent
8A16C162C867,Cell phones at school,Independent
8A16CDB6F50B,Summer projects,Independent
8A1DE798ADA5,Mandatory extracurricular activities,Independent
8A20964F35B1,Cell phones at school,Independent
8A2979AB26BE,Distance learning,Independent
8A3392CDCCF1,Summer projects,Independent
8A33C5C1A579,Grades for extracurricular activities,Independent
8A40C9A48BC3,Seeking multiple opinions,Independent
8A44EA466431,Cell phones at school,Independent
8A459F1BFC23,Community service,Independent
8A468F18FF8D,Summer projects,Independent
8A4C6D3B4469,Grades for extracurricular activities,Independent
8A4C87E23966,Mandatory extracurricular activities,Independent
8A4D99910F10,Distance learning,Independent
8A4E9D1BB2B2,Community service,Independent
8A516907464A,Mandatory extracurricular activities,Independent
8A57EE89F26C,Mandatory extracurricular activities,Independent
8A63149E402C,Distance learning,Independent
8A64F8D74D5B,Cell phones at school,Independent
8A6AAA29FBB2,Seeking multiple opinions,Independent
8A6BD40A8B7A,Grades for extracurricular activities,Independent
8A7433E0DF67,Summer projects,Independent
8A745CBCD81E,Distance learning,Independent
8A77BC846EF0,Distance learning,Independent
8A8109553B2D,Distance learning,Independent
8A8644A0E3D4,Summer projects,Independent
8A89EF004B9C,Grades for extracurricular activities,Independent
8A8D7134E77C,Distance learning,Independent
8A9A8B0A3597,Mandatory extracurricular activities,Independent
8AAA87E056FD,Seeking multiple opinions,Independent
8AAB8EE320C1,Seeking multiple opinions,Independent
8AB95D7C4CA6,Grades for extracurricular activities,Independent
8AC1D6E165CD,Cell phones at school,Independent
8AE119913109,Distance learning,Independent
8AE9824CC802,Mandatory extracurricular activities,Independent
8AEFA9EA182D,Community service,Independent
8AEFE911A7ED,Community service,Independent
8AF3FAAA529A,Community service,Independent
8AF4B766BF21,Grades for extracurricular activities,Independent
8B01E218767C,Cell phones at school,Independent
8B05C662379D,Grades for extracurricular activities,Independent
8B095EB24288,Distance learning,Independent
8B194A531EC1,Distance learning,Independent
8B2CB9C1F189,Distance learning,Independent
8B3383F07C51,Community service,Independent
8B3DB5B8F0B7,Seeking multiple opinions,Independent
8B477C53521B,Distance learning,Independent
8B48AD97F01C,Distance learning,Independent
8B48DC44951A,Summer projects,Independent
8B495F122E5B,Mandatory extracurricular activities,Independent
8B4A257DC797,Seeking multiple opinions,Independent
8B4B5C6DD5DA,Mandatory extracurricular activities,Independent
8B4E52225236,Distance learning,Independent
8B537610A20A,Distance learning,Independent
8B58FBDF6414,Grades for extracurricular activities,Independent
8B5B15211390,Seeking multiple opinions,Independent
8B615331164C,Community service,Independent
8B74BC1E0166,Mandatory extracurricular activities,Independent
8B8155332486,Seeking multiple opinions,Independent
8B81ECA8E78D,Grades for extracurricular activities,Independent
8B8B965BCDF4,Cell phones at school,Independent
8B8D65CD4BDA,Distance learning,Independent
8B9455709423,Mandatory extracurricular activities,Independent
8B98BA980EB9,Mandatory extracurricular activities,Independent
8B9D13065168,Seeking multiple opinions,Independent
8B9EEF86DD66,Grades for extracurricular activities,Independent
8BA0BFC49C4F,Cell phones at school,Independent
8BAAA0D5D6C4,Community service,Independent
8BB4CE5D8355,Summer projects,Independent
8BB4FACB073C,Grades for extracurricular activities,Independent
8BB53C15BE15,Grades for extracurricular activities,Independent
8BC25F3822AD,Community service,Independent
8BCB7962E7E3,Distance learning,Independent
8BCC11CF4350,Cell phones at school,Independent
8BCE4A1BBB8E,Grades for extracurricular activities,Independent
8BD27AA126F7,Distance learning,Independent
8BD74B7B3DE2,Distance learning,Independent
8BDA09CC9FD2,Summer projects,Independent
8BE5C35F126C,Distance learning,Independent
8BE78B7C2ABB,Grades for extracurricular activities,Independent
8BE96D64F102,Summer projects,Independent
8BEA456945B0,Mandatory extracurricular activities,Independent
8BEC48C6C5E9,Grades for extracurricular activities,Independent
8BF2D128CAEC,Community service,Independent
8BF8505849C8,Mandatory extracurricular activities,Independent
8BFAB96C9341,Summer projects,Independent
8BFF78A27A8B,Mandatory extracurricular activities,Independent
8C003FEE68D7,Distance learning,Independent
8C0EA954AEF8,Summer projects,Independent
8C1072D440D7,Summer projects,Independent
8C12988B6607,Cell phones at school,Independent
8C15FC3C3BCB,Distance learning,Independent
8C164B08A8BD,Cell phones at school,Independent
8C1E5AD4174A,Grades for extracurricular activities,Independent
8C21145A08FA,Community service,Independent
8C215301594E,Summer projects,Independent
8C23517167EF,Community service,Independent
8C2D0E1314DB,Distance learning,Independent
8C3943289925,Grades for extracurricular activities,Independent
8C3993109983,Seeking multiple opinions,Independent
8C419632B296,Cell phones at school,Independent
8C42568E1362,Cell phones at school,Independent
8C476636EA8F,Cell phones at school,Independent
8C47976A1F6D,Cell phones at school,Independent
8C4C4B2F2366,Seeking multiple opinions,Independent
8C4C7081A2AF,Distance learning,Independent
8C4ED47912C3,Mandatory extracurricular activities,Independent
8C5088CDA686,Mandatory extracurricular activities,Independent
8C54B0F3D1D3,Cell phones at school,Independent
8C571B8E6BAF,Distance learning,Independent
8C5FF7AD4E99,Community service,Independent
8C61F2374230,Summer projects,Independent
8C700479696A,Community service,Independent
8C702C379B8A,Cell phones at school,Independent
8C71CB303712,Community service,Independent
8C79D66ECC0B,Mandatory extracurricular activities,Independent
8C887CDDBA32,Community service,Independent
8C928B2D6AB9,Seeking multiple opinions,Independent
8C9F3C1C03BF,Seeking multiple opinions,Independent
8CA5DF6BAB4D,Cell phones at school,Independent
8CA7DA405671,Grades for extracurricular activities,Independent
8CAF09D8BEE8,Grades for extracurricular activities,Independent
8CB337D8D65C,Distance learning,Independent
8CB363DF204D,Summer projects,Independent
8CCB7E601107,Seeking multiple opinions,Independent
8CCF9900F220,Cell phones at school,Independent
8CDB88E77EE3,Community service,Independent
8CE67A7B4BDF,Seeking multiple opinions,Independent
8CE968DB99AB,Grades for extracurricular activities,Independent
8CEB8AAC385C,Community service,Independent
8CEF5FC94454,Community service,Independent
8CFD338AFB98,Grades for extracurricular activities,Independent
8CFFE7AE6128,Grades for extracurricular activities,Independent
8D02DCC6275E,Cell phones at school,Independent
8D0E03A58CC9,Distance learning,Independent
8D0E04684275,Community service,Independent
8D11A578A7FF,Mandatory extracurricular activities,Independent
8D12DB28E3A2,Cell phones at school,Independent
8D13461BD81C,Cell phones at school,Independent
8D1AFB0201C0,Cell phones at school,Independent
8D1BE4C96059,Summer projects,Independent
8D1F74040579,Mandatory extracurricular activities,Independent
8D2143211365,Mandatory extracurricular activities,Independent
8D260545092F,Community service,Independent
8D2C20BDCDE0,Distance learning,Independent
8D384941F7F6,Community service,Independent
8D47E7F9968F,Cell phones at school,Independent
8D49AD0975A1,Distance learning,Independent
8D4DEBDCF603,Community service,Independent
8D507482923B,Mandatory extracurricular activities,Independent
8D509BBA7DD5,Mandatory extracurricular activities,Independent
8D69EF890AAA,Grades for extracurricular activities,Independent
