essay_id_comp,n_effectiveness_elements,quality_index
8A4D99910F10,13,0.923077
8A4E9D1BB2B2,11,1.0
8A516907464A,11,1.0
8A57EE89F26C,8,1.0
8A63149E402C,21,1.857143
8A64F8D74D5B,13,1.076923
8A6AAA29FBB2,9,1.0
8A6BD40A8B7A,9,1.0
8A7433E0DF67,10,0.8
8A745CBCD81E,11,0.909091
8A77BC846EF0,15,1.333333
8A8109553B2D,8,1.0
8A8644A0E3D4,10,1.0
8A89EF004B9C,9,1.111111
8A8D7134E77C,9,1.0
8A9A8B0A3597,14,1.214286
8AAA87E056FD,10,1.7
8AAB8EE320C1,11,1.0
8AB95D7C4CA6,9,1.777778
8AC1D6E165CD,9,1.0
8AE119913109,9,1.444444
8AE9824CC802,18,1.0
8AEFA9EA182D,9,1.0
8AEFE911A7ED,8,0.375
8AF3FAAA529A,9,1.222222
8AF4B766BF21,7,1.0
8B01E218767C,6,1.5
8B05C662379D,7,1.0
8B095EB24288,11,0.727273
8B194A531EC1,12,1.25
8B2CB9C1F189,14,1.0
8B3383F07C51,7,0.857143
8B3DB5B8F0B7,5,1.2
8B477C53521B,14,1.0
8B48AD97F01C,14,1.428571
8B48DC44951A,7,1.0
8B495F122E5B,9,1.111111
8B4A257DC797,12,1.0
8B4B5C6DD5DA,11,1.0
8B4E52225236,15,1.133333
8B537610A20A,12,1.416667
8B58FBDF6414,5,1.0
8B5B15211390,8,1.0
8B615331164C,6,1.333333
8B74BC1E0166,9,1.111111
8B8155332486,7,0.857143
8B81ECA8E78D,6,1.0
8B8B965BCDF4,11,0.909091
8B8D65CD4BDA,18,1.388889
8B9455709423,8,1.0
8B98BA980EB9,6,0.833333
8B9D13065168,12,1.0
8B9EEF86DD66,6,1.0
8BA0BFC49C4F,10,0.9
8BAAA0D5D6C4,7,1.142857
8BB4CE5D8355,11,1.454545
8BB4FACB073C,5,1.0
8BB53C15BE15,9,1.111111
8BC25F3822AD,6,1.5
8BCB7962E7E3,20,1.65
8BCC11CF4350,9,1.0
8BCE4A1BBB8E,9,1.0
8BD27AA126F7,14,1.0
8BD74B7B3DE2,11,1.909091
8BDA09CC9FD2,9,1.0
8BE5C35F126C,15,1.466667
8BE78B7C2ABB,6,1.0
8BE96D64F102,9,1.888889
8BEA456945B0,12,0.916667
8BEC48C6C5E9,7,1.0
8BF2D128CAEC,8,1.0
8BF8505849C8,12,1.0
8BFAB96C9341,10,1.5
8BFF78A27A8B,12,1.833333
8C003FEE68D7,13,1.307692
8C0EA954AEF8,12,1.5
8C1072D440D7,14,1.642857
8C12988B6607,8,1.0
8C15FC3C3BCB,13,1.615385
8C164B08A8BD,8,1.0
8C1E5AD4174A,12,1.5
8C21145A08FA,9,1.333333
8C215301594E,11,1.727273
8C23517167EF,8,1.625
8C2D0E1314DB,12,1.416667
8C3943289925,11,1.090909
8C3993109983,6,1.0
8C419632B296,8,1.125
8C42568E1362,7,1.0
8C476636EA8F,11,1.0
8C47976A1F6D,9,1.111111
8C4C4B2F2366,10,1.1
8C4C7081A2AF,16,1.25
8C4ED47912C3,10,0.9
8C5088CDA686,11,1.0
8C54B0F3D1D3,6,1.0
8C571B8E6BAF,14,1.142857
8C5FF7AD4E99,6,0.833333
8C61F2374230,12,1.333333
8C700479696A,9,1.111111
8C702C379B8A,6,1.0
8C71CB303712,6,0.666667
8C79D66ECC0B,9,1.444444
8C887CDDBA32,7,1.0
8C928B2D6AB9,8,1.375
8C9F3C1C03BF,11,1.0
8CA5DF6BAB4D,11,1.0
8CA7DA405671,6,1.166667
8CAF09D8BEE8,7,1.0
8CB337D8D65C,9,1.0
8CB363DF204D,9,1.0
8CCB7E601107,12,1.0
8CCF9900F220,9,0.888889
8CDB88E77EE3,6,1.5
8CE67A7B4BDF,12,1.166667
8CE968DB99AB,4,1.0
8CEB8AAC385C,6,1.166667
8CEF5FC94454,8,1.125
8CFD338AFB98,5,1.0
8CFFE7AE6128,4,1.0
8D02DCC6275E,4,1.0
8D0E03A58CC9,22,1.227273
8D0E04684275,9,1.222222
8D11A578A7FF,9,1.0
8D12DB28E3A2,6,1.0
8D13461BD81C,9,0.555556
8D1AFB0201C0,5,1.0
8D1BE4C96059,6,1.0
8D1F74040579,11,1.090909
8D2143211365,8,1.0
8D260545092F,9,1.111111
8D2C20BDCDE0,17,1.647059
8D384941F7F6,7,1.285714
8D47E7F9968F,11,0.909091
8D49AD0975A1,11,1.0
8D4DEBDCF603,6,1.0
8D507482923B,9,1.111111
8D509BBA7DD5,18,1.0
8D69EF890AAA,5,1.2
8D80DA1892A5,9,1.0
8D8BF05B7936,8,1.625
8D8E0FEE6BD5,9,1.0
8D8EC1F1E36A,11,1.0
8D99FEDB5FE9,8,1.0
8D9BFCD85CAE,5,1.4
8DA0993625FF,7,1.0
8DA0B80420FC,9,1.666667
8DA298718DD7,8,1.0
8DB8768A7649,12,1.25
8DBEE30EF6A7,6,1.0
8DC48882E2F7,4,1.0
8DD09D4FCD4F,13,1.538462
8DD65866A83A,12,1.0
8DD6B1101415,21,1.238095
8DD7745DFCDF,13,1.307692
8DD8AC01540E,8,1.125
8DDF38ABED0E,12,1.0
8DF155F94446,13,1.0
8DF397BE5387,7,1.0
8DF39EDCEE7D,9,1.0
8DFC402F09AB,12,1.5
8DFCC03C34D8,11,1.636364
8DFFA4FB6135,11,1.272727
8E053EA4FE6F,15,1.0
8E0A4CFAEA9C,11,1.181818
8E1560B7C2E1,11,1.181818
8E1908F2616E,9,1.0
8E1B32095441,9,0.666667
8E20AB58A907,12,1.083333
8E2246CF7F85,9,1.444444
8E280425BFBF,12,0.75
8E35C504B480,12,1.5
8E3A5F23A705,8,1.0
8E3D55B11AEE,7,1.142857
8E4BBBA4018F,9,1.333333
8E536E1B7AFE,11,1.181818
8E555DA6ED4D,11,1.0
8E5637455B8E,10,1.4
8E572B0D4250,8,1.0
8E5816188853,7,1.0
8E6166FA732A,8,1.0
8E61C7C0F57F,11,1.909091
8E634C8CED65,9,1.0
8E64BE4119C3,18,1.111111
8E668341EE05,12,1.416667
8E73ED6F2FCC,13,1.307692
8E77B1B19F32,10,1.0
8E79F7BAC950,15,1.533333
8E7A674BF659,6,1.0
8E81EB46243D,12,1.0
8E8321EFF66E,9,1.0
8E83FB707B87,9,1.444444
8E89A7A62A82,7,1.0
8E9007F863C7,12,1.0
8E98853DF374,8,1.0
8EA083F14784,12,1.083333
8EA41EF1EC70,9,0.888889
8EADDF7F6FB7,15,1.2
8EB22AFF2A96,16,1.3125
8EB647435835,2,0.0
8EB73A991757,10,1.1
8EBF990F1622,9,1.0
8EC7A8075CAD,7,1.0
8ECC067F27E1,10,1.0
8ED19683D8A7,9,1.111111
8ED6445B91AD,12,1.166667
8EDAB25CCB08,7,1.0
8EDD5A7B2310,10,1.2
8EF4E5DEB3D3,5,1.0
8EF775DCEAF5,5,1.0
8EF7C2316736,12,1.833333
8EF7F6812DE9,12,1.0
8EF89B5F5E21,15,1.333333
8EF9BE158AD3,12,0.916667
8EFD48D53319,9,1.0
8EFDE74335BD,9,1.333333
8EFE0973A57A,9,1.0
8EFF66B61E7D,8,1.25
8F05747D5AE1,8,1.125
8F13AAF260A1,9,1.0
8F16365E363D,4,1.0
8F189C6F9E85,11,1.090909
8F1B3DEA0508,5,1.0
8F2132376B0C,9,1.333333
8F23D8E6AC8B,12,1.5
8F2FCF066A81,9,1.222222
8F350047E2C7,8,1.375
8F36773A007F,7,1.0
8F40BA1ECB08,9,1.333333
8F456999E008,7,1.0
8F45D2644332,10,1.0
8F4912F74D42,9,1.0
8F4B595CF9E7,12,1.0
8F4D8B1065BB,8,1.0
8F5794D959A1,9,1.0
8F584A5648B9,10,1.8
8F5B92D7513B,12,1.166667
8F60DD600C3B,12,1.083333
8F78D1ABFDB6,8,0.875
8F7C21724491,14,1.0
8F85E4509835,9,1.666667
8F88ABD06CED,15,1.466667
8F8B11DD9ACC,10,1.4
8F8BCC081DC6,11,0.818182
8F91417B8A7D,9,1.111111
8F9F5B885FA9,7,1.142857
8FA214DB6E8B,10,1.0
8FA7B3E4FC78,4,1.0
8FAAAECA64BD,8,1.25
8FB706C890A2,6,1.333333
8FBA79DE20E6,6,1.0
8FC5C278EFCF,5,1.2
8FC654F1B091,6,1.0
8FD417FC6A03,6,1.0
8FD5B5C10AF2,6,1.333333
8FD62BC04585,14,1.071429
8FDE3B793E4C,5,0.8
8FE1C585E552,7,1.285714
8FE49A2999D0,9,1.0
8FE60434BEFF,9,1.0
8FEC3A849513,8,1.125
8FED07B315E2,15,1.0
8FF1FA6E84FB,15,1.866667
8FF38F8470E2,8,1.0
8FF9315CDCAF,8,1.125
8FFDA5B9D359,10,1.3
9.33848E+11,4,1.0
9.74383E+11,15,0.933333
9.80E+35,6,1.333333
9.92E+12,12,1.0
9000217714BE,11,0.818182
9003CAD2E74F,12,1.166667
900853D24E86,12,1.0
900A879708F0,23,1.608696
900EE82A7C8D,10,1.1
901790F023DD,11,1.363636
9019F9FEA638,10,1.0
901E4717A246,5,1.0
90345B5B064D,9,1.666667
903B04C2AA48,12,1.25
9049E16579D4,6,1.333333
905D77AA5E83,10,1.4
906B27CFFFA0,9,0.777778
906E7C2C57D6,9,1.0
9072C97C4481,8,0.875
9075A6EEB3C5,7,1.571429
90764819E3A9,6,1.0
907B493FEF99,7,1.857143
9085B526DE3B,9,1.0
908906779AB1,15,1.2
908C91AF86BC,11,1.090909
908CA741DAF6,12,1.166667
90978A2F8599,5,1.6
90A21329D7C8,8,1.75
90A45BE42FCA,12,1.25
90A67909259E,9,1.0
90A986A7470B,9,1.222222
90A9BF35582F,12,1.083333
90B0118A8C55,12,0.75
90C32C97725A,10,1.0
90C423514A8D,8,0.5
90C942265780,9,1.0
90CE234C9684,10,1.5
90D16D754BBA,9,1.0
90D83C644ECF,8,1.0
90DB0EEBFF0B,7,1.142857
90DB680F14F5,9,1.0
90E5BB6CBE11,6,1.0
90ED5CDDE123,10,1.4
90F900708083,6,1.0
90FD792769FF,10,1.5
91010998BF86,7,1.857143
910189559FBD,11,1.0
9107A1C2DD9C,9,1.333333
9114D5C32D36,12,1.0
91176971F6BA,6,1.0
911CF138D0AE,6,1.333333
9124F45B4832,12,0.75
9127434E8CF8,12,1.0
91377BE7D4ED,12,1.0
9145AB74E1DA,9,1.0
914D457FE4DC,7,1.285714
9151F588041F,15,1.933333
9165D265E932,13,1.692308
9167D9F70613,9,1.0
9168DF355F2F,9,1.0
916958737B60,16,1.0625
916CDD686404,6,1.5
9172095B8522,11,1.090909
9172F30C29E8,14,1.0
9174D620243B,13,1.0
917524B223F8,9,1.333333
91755A979CF5,9,1.0
917DE223C943,12,1.0
917F3695D84D,15,1.066667
917F50B27723,9,1.0
91893044CA95,9,1.111111
91962F622C5A,8,1.75
919A14D44D98,12,1.0
91A00DFD46DC,16,1.125
91A7412303BD,11,1.272727
91A780360B9E,8,1.0
91AC63E82AC2,9,1.222222
91B00B44402B,12,1.083333
91B15D1BDD98,5,1.4
91B1F82B2CF1,23,1.26087
91B840A41637,10,1.4
91B88A23A5E4,3,1.0
91CD65156E4B,10,1.0
91E61EF42E33,11,1.272727
91EB3DE61286,9,1.0
91ED6A6E4B3A,13,1.0
91F40B0CFCC3,8,1.625
91F5038B20AF,10,1.0
91FA9C603A6B,11,1.0
92017C74CF22,15,1.066667
920839AC2871,5,1.2
920E71AABE39,13,1.0
920F1ACDF4E4,7,1.0
9222915C4C76,8,1.5
9229E9E6F30D,6,1.0
923043ECE82F,14,1.0
9230E5F2AC7F,8,1.0
9235C87BACDF,8,1.25
923948B18A6D,9,1.0
92402B11814C,16,1.3125
924D8175D100,10,1.8
9252D20095BE,12,1.25
9254D9526E87,16,1.0625
9256EDDD856B,14,1.071429
9258984A6CEB,10,1.0
9258C64F577F,10,1.0
9259FAACA3D3,12,1.0
926AD76F8E36,13,1.076923
9271B11A158B,11,0.727273
92800D9CB22E,9,1.111111
9281F68924D1,7,1.0
9288FF19115E,11,0.727273
928C9AE07FE0,11,1.0
92933212F4D9,10,1.0
92970638812,5,1.0
92A78941DF77,13,1.0
92A9A90A1ABB,12,1.25
92AD77013CEE,8,1.125
92B407AFBCBE,8,1.25
92B72DE78204,4,1.5
92BA1245F66C,5,1.2
92BBD78A3499,11,1.0
92BF7228C133,13,1.0
92BFE3DA469F,8,1.0
92C09304882D,10,1.0
92C94CAD934B,10,1.0
92D79549D7F3,10,1.0
92DB57DCD12B,8,1.5
92DFAC1BCB02,9,1.222222
92E1CFD27E95,13,1.076923
92E97E947628,7,0.857143
92E9A4B7A6D0,12,1.083333
9306D72EC3E7,7,1.571429
930B1E8914CA,6,0.833333
930B801F059A,9,1.0
930F6F0E29D5,9,1.333333
93106B20FE87,9,1.777778
93112F2AC395,9,1.111111
931ABBB91FAA,4,1.0
931D5E447FA7,11,1.0
9327A79BF065,11,1.0
9329A9DD13F2,16,1.8125
932ACB9DEA12,6,1.166667
932D13D609F6,9,1.0
93385DED39E7,12,1.0
933E9F407D2D,12,1.083333
934168169D89,13,1.076923
9343CC458B7E,10,0.9
934980B8A79A,8,0.875
934A9AF419EA,9,1.333333
9359778E21C2,5,1.0
935C66D249E1,17,1.176471
9365B0297C47,10,1.0
9378EAFFDFB6,9,1.0
9382CB04D6B4,11,1.0
93863972F6EF,13,1.0
9394F1006E9B,12,1.0
9396FCEB118A,9,1.0
939B172F88F0,12,1.0
93A96D8DCA78,9,1.0
93A9B27859BB,7,1.0
93AC62CB1702,10,1.6
93AE46205ED2,8,1.0
93AEAAB8F1D2,11,1.727273
93B11461B925,11,1.0
93B23DB0F67B,14,1.0
93B4EABFBBF3,5,1.2
93BEF2162D6C,9,1.0
93C0100883BB,7,0.857143
93C0F32F4CBB,11,1.454545
93D6E4071601,15,1.0
93D9AC33BF71,7,1.0
93E101B6AB4E,7,1.0
93E6151BC67E,12,1.25
93ED5FEC058E,14,1.071429
93F0E3B4826D,10,1.0
93F5F89369D9,7,1.142857
93FB5B058E50,8,1.25
94000E9DF26E,7,0.857143
9400D174DEC9,15,1.333333
9401DDD45E43,13,1.0
9402AF49F2B6,9,1.111111
940F2C3E4080,8,1.0
9414386BFE05,11,1.454545
94208F2B5E80,5,1.4
9420CADEF8F6,15,1.466667
9426B08DA6B0,8,1.0
942BFAC1A722,11,1.0
942D557570C9,9,0.888889
943226ED1150,12,1.166667
94330AB7CD65,4,1.0
943421D61935,6,1.0
9434A2466218,5,1.0
943611A73135,9,1.0
94372C4820F4,8,1.375
94381B3CEBFA,5,1.0
943F3B3FBB17,6,1.166667
9446B19E4B04,10,1.0
9449DEE489DF,8,0.75
944C945E1766,8,0.875
944FCD948396,5,0.8
9451FC111896,9,1.0
9462A544DEC7,11,1.090909
946AC22B5C6E,18,1.166667
946BE2800F04,8,1.0
94712914C4F0,9,1.222222
94728AA2B9D6,8,1.25
94770265DD47,8,1.0
94872E0B0E4B,12,1.5
948F5C2EADFF,12,1.333333
9497EEBD96C5,11,1.090909
9498E14F5231,5,1.6
949D00C575AE,9,1.222222
949F659EF5D3,10,1.7
94A5C6B052D7,8,1.125
94AB35E81587,12,1.916667
94BD9432CA7C,13,1.230769
94C129CC0A2E,4,1.0
94C2AC40437B,13,1.0
94C3203A54BD,9,1.0
94C41739F214,9,1.444444
94C450F5F6FF,9,1.0
94CAB5BC469B,9,1.0
94D37C7BE2ED,6,0.833333
94D889A3859B,6,1.166667
94DC89CA8F6B,8,1.0
94DDDE49F8DA,12,1.333333
94DF4BBF522F,12,1.083333
94E1D46A0544,7,0.857143
94E5097F7B12,17,1.0
94EFDD45CDD8,12,1.25
94F84C21ACCA,13,1.230769
94FE94B27DCD,5,0.8
950A06BF04EA,7,1.285714
950FBFBDD402,7,1.285714
9510F68977D7,15,1.0
951B691D3564,12,1.583333
9523EFEED498,12,1.333333
952569CCDD6E,10,1.0
9529DEA237B1,11,1.545455
952CB87D4897,12,1.916667
953B7B5B1486,11,1.272727
9550CC8FE928,9,1.0
9553FE340DCE,11,1.272727
9556E99B95DE,11,1.545455
955DC5092AF1,11,0.727273
9560CB5AD3D1,12,1.416667
95619672F4CB,10,1.0
956B5E2F3BEB,6,1.0
95765CEE7D74,12,1.0
9578D4120978,9,1.0
9579947BE786,9,1.0
957BE04B350B,12,1.083333
957D444A9CFE,12,1.583333
958229D0AE9F,11,1.545455
9583FE0522BD,10,1.2
958436C26608,11,1.0
958639EF34B4,13,1.307692
9586D2395C69,9,1.0
9588D4FFC84E,7,1.0
958ADE3434CD,9,1.0
9590080E51AB,9,1.222222
959F4EDECE91,5,1.0
95A1EE29614A,6,1.0
95A6AB619F10,9,1.555556
95AAC538586F,11,1.454545
95AF348EDA56,10,1.2
95B09C17403B,12,1.333333
95B63ED9E822,10,1.0
95BCD0EEE72B,12,1.0
95CFC285B762,17,1.352941
95D5978B9E59,14,1.071429
95D847FEBF38,9,1.0
95D8D99C517E,7,1.0
95ED30690B8C,9,1.0
95EE98CA794F,8,1.0
95EFC4B97466,7,1.0
95F3F04190E7,9,1.444444
96064A0638D8,12,1.083333
9608614D166E,13,1.461538
96088A6BB0AF,14,1.285714
960C3510FA5A,10,1.1
9612843FDF1F,10,1.2
9615F113FAA1,11,0.818182
961BFAA21188,15,1.2
9620EB00A5C5,10,1.6
96253054EFBB,7,1.142857
9627B47C10DE,15,1.8
962F2B7B5DCE,7,1.0
9631351EFE3B,9,1.111111
963D4834165D,7,1.0
9647C328B8CA,5,1.0
964AC0FD4F70,9,1.444444
964EAD36A568,10,1.0
96592082F9E3,13,1.0
965BE22A69E5,5,1.0
965C95685E5C,12,1.166667
96611C3C0042,9,1.111111
9662807AD672,10,1.5
96751CA1330F,9,1.0
9677669AA32B,11,1.818182
9680BEBF5DF5,10,1.0
9689DEA10AF5,9,1.0
968C5FD61184,10,1.0
968C65BB4283,4,1.0
968F5DDB7890,12,0.833333
968FEBB33A42,6,1.0
9699E5B44D07,7,1.0
96A0AC812CAE,14,1.071429
96A0B5E5A5CB,13,1.461538
96AA147B4819,13,1.076923
96B8F7A4DAB9,8,0.75
96BCEE6B6114,6,0.833333
96C179AA64C6,9,1.777778
96CBC15EF317,10,1.1
96CC30CFE49E,9,1.222222
96CD9EF2E8FC,4,1.0
96D1653FFBBA,7,1.142857
96D8BFEF6A8B,8,1.0
96E0F82A7BCF,9,1.0
96EF3E46E165,8,1.0
970171A0AC8E,14,0.928571
9702B3E3D586,6,1.0
971004AB4EED,6,1.0
971158C1AE69,5,1.0
971D0C1C75F0,8,1.625
9723A9225477,8,1.125
972D4BFA8AD5,3,1.0
9733EB28C206,13,1.076923
9741216B0425,9,1.0
9741998E543E,12,1.416667
9741E87BE7CE,12,1.416667
97522A3DC6DE,6,0.666667
9756E31C449F,11,1.636364
97622A00565F,9,1.111111
976ADB7CAC5A,12,0.833333
977103A9DFE1,6,1.166667
9773921ACBC6,8,0.75
9780A12FCE0D,9,1.666667
9780C6ECDEFD,4,1.0
9782182AEEB5,13,1.307692
979AF798A44E,11,1.0
979E6E963094,7,1.142857
979F330774B9,8,1.0
97A05BD1708D,9,1.0
97A6E516249D,17,1.764706
97A8C7304C25,8,1.125
97AD49AE2944,17,1.235294
97AE8EF6D044,4,1.5
97BB5ABEBCB1,9,1.0
97BE845E7D19,8,1.0
97C83ED95515,15,1.533333
97C969492BAB,10,1.3
97CEC5F124E5,13,1.230769
97CF6EF5FE26,8,1.0
97D41DF89A0B,7,1.142857
97D648567DE7,12,1.083333
97DC786559D4,12,1.0
97E4E42863A3,9,1.0
97E7DD4E7C69,9,1.777778
97E88E7F5471,12,1.333333
97F5FE862075,7,1.285714
97F708BE1ADA,10,1.0
97FDA53146BE,10,1.0
97FF9200A33D,12,1.333333
980850873AB7,7,1.714286
980F069B1644,12,1.416667
981DFF841D8B,9,1.0
981FB62FF759,9,1.666667
9828D07FD2C9,4,1.0
982B7E9F1301,13,1.0
982F005448E3,8,1.0
983273B60F84,12,1.166667
98353275507,15,1.266667
983D16297775,8,1.0
9849BD725D61,11,1.0
98506F561E90,9,1.0
9854782DAC30,15,1.0
985768B59317,9,1.444444
985A02A10642,5,0.8
985B48CBC8FB,13,1.461538
985FC4A0FAE2,12,1.0
9861EDED505D,9,1.333333
986362428D37,4,1.0
987057472F55,6,1.0
9871CC9324B2,11,1.0
9875EEADB555,8,1.0
987DDD10D32A,6,1.166667
9883AB26E900,7,1.428571
98852DD3AEB2,12,1.5
9885BC72C019,9,1.555556
98923EF733F1,9,1.222222
9893E88CAE61,3,0.333333
98944F234E6B,7,1.571429
98949D219E5F,9,1.0
9894C4AC0CBD,11,1.0
9895709089F0,4,1.25
9898C2839018,7,1.0
989D4920EB7B,4,1.0
98A2AD61198B,12,1.666667
98A2F7251073,7,1.428571
98A5735C5598,8,1.25
98A9BF4E795A,10,1.6
98BA8B468E18,11,1.0
98C88790417A,16,1.1875
98D257987FDE,9,1.444444
98D53EBFE307,10,1.1
98E785817634,8,1.0
98E848B4CB77,5,1.0
98EB307EB4CC,12,1.666667
98F7874839E3,9,1.0
99037D0468C8,8,1.625
9907C1BD4473,19,1.526316
991D146A2AC0,12,1.416667
992341DBA92A,7,0.857143
993835DF599B,9,1.0
9944902AB848,8,1.0
99451900AE17,10,1.1
9947BA6C3149,14,1.428571
994898BB8EDF,8,1.0
994B1D43D406,10,1.0
99523E300943,9,1.444444
9954620B5790,8,1.5
99578BFEDC92,10,1.0
995D9FEC5FAD,7,1.142857
9965B6E1B1D5,9,1.0
996A32D1ABBC,8,1.0
996C6D34FAE1,10,1.5
997D422930F9,8,1.875
9985FF16512F,13,1.384615
99863EAC8F7F,9,1.888889
9986CAEDD2B7,9,1.111111
99872EA097CC,8,1.0
9987A0266A4F,9,1.0
998B12C291DD,10,1.7
998C7E979AC6,8,1.0
998CEAEF3821,12,1.416667
998E0F68318B,14,1.714286
999664D56FFC,12,1.416667
99981DBB75F0,14,1.071429
99A00AF5E4C3,6,1.5
99A1DE3CF37F,13,1.384615
99AE27FBECA2,13,1.0
99B1B779603C,6,1.0
99B650C97618,12,1.0
99B999A8E782,9,1.0
99C687C4B554,11,1.909091
99C8EAF5A468,18,1.055556
99CAD0AF3560,9,1.0
99D1417BDA66,13,1.153846
99D4D5568B75,11,1.454545
99DB34D2A945,10,1.1
99DBB0DC7CC2,7,1.0
99F04B521CFA,7,1.0
99F46DD9067E,12,1.083333
99F7A8700085,9,1.0
99F8774DE653,10,1.8
99FD4F79B07D,11,0.909091
99FE6D012BF0,18,1.111111
9A03E46C0A51,8,1.0
9A0972A02B2A,9,1.666667
9A0E90492CA3,12,1.25
9A0FC2A17891,10,1.0
9A1B0F37C3CD,6,1.166667
9A1B79DE1DBC,8,1.0
9A1BB0A511B2,7,1.0
9A1E1ED021C1,9,1.777778
9A1F741EC88C,15,1.066667
9A2B81590B27,5,1.0
9A30D97F67EB,12,1.25
9A3938C8593B,9,1.444444
9A40D1576A1E,13,1.0
9A441AF0EA0D,6,1.166667
9A45943A21D5,9,1.0
9A49907A42D0,13,1.230769
9A5D8C898877,9,1.444444
9A673A3BB8DD,11,0.909091
9A6C18B25037,9,1.333333
9A6F2CF32BFB,7,1.428571
9A79069BB83A,12,1.666667
9A796F96BC28,6,1.0
9A7A8A8A2201,8,1.25
9A7C858EF23B,7,1.0
9A7E9F3D7FA9,7,0.857143
9A7F7ACCC1D9,8,1.375
9A83F0158A14,9,1.0
9A8B66D3AA68,6,1.0
9AA9AF2C02A2,12,0.833333
9AB67EA76820,14,1.0
9ABAA03ACB4B,7,1.142857
9ABD5B7DD107,7,1.285714
9ADC4A3BFDD0,8,1.5
9ADCC8F2465F,14,1.214286
9AE88E64DF4C,11,1.454545
9AED627D6FDB,12,1.666667
9AEEADD5997A,13,1.538462
9AF39AF24661,10,0.9
9AF9B9C068B3,4,0.75
9AFEE7D734BA,5,0.6
9B003C51D6A3,6,1.0
9B0FE1456518,11,1.0
9B14802F55B8,16,1.1875
9B15C49AAF99,8,1.25
9B1A7C9A90C5,5,1.0
9B1CF41C7F5D,7,1.428571
9B284550AB0F,6,1.0
9B299DE80D2B,13,1.0
9B3DE2166927,5,1.0
9B42B1750AD8,7,1.0
9B4313D769D4,11,1.0
9B47D88ACD36,9,1.0
9B514BF80BDF,14,1.142857
9B5AC9A7914F,10,1.5
9B66D8446A27,8,1.25
9B69DE203555,11,1.0
9B6A95DD8E05,8,1.0
9B6DE686AC78,13,1.153846
9B7371A9B18F,7,1.0
9B7F129FFB77,7,1.0
9B8E46362E43,9,1.222222
9B9380760425,8,1.125
9B983B834050,10,1.6
9B9931DF9439,12,1.333333
9BA405DDDF7A,6,1.0
9BA939E303E3,15,1.0
9BAD071478F4,8,1.0
9BB40EB22025,8,1.0
9BBB0205D3C0,7,1.285714
9BBEDD9BD0C9,10,1.0
9BC192B91D83,13,1.307692
9BC5D2C54039,12,1.083333
9BD1C9E4C34F,11,0.454545
9BD577FF5D3C,16,0.8125
9BDE16784EF6,9,1.0
9BE5C1E244EB,7,1.0
9BEBB7FDB6A5,10,1.0
9BF316100BDC,11,1.363636
9BF717F45D68,9,1.0
9BFBA5356167,12,1.0
9C0672FF9126,9,1.0
9C11072FEB7A,4,0.0
9C17D0BAF41D,10,1.0
9C19DBD7E37F,10,0.7
9C20E2584A8B,9,1.111111
9C245C1269BA,9,1.111111
9C2A464C9716,10,1.0
9C2D29720675,14,1.071429
9C4444C557FB,6,0.833333
9C480C68AA9B,14,1.071429
9C49F198557D,6,1.0
9C4B06B51CFC,6,1.0
9C5094D91192,9,1.0
9C52EAA3F005,13,1.0
9C61ACA70773,9,1.555556
9C6D59F13488,8,1.0
9C6DAB936B71,12,1.0
9C6F949B27D9,12,1.0
9C72A7F166C3,11,1.0
9C82C0E4B743,20,1.35
9C8A7156AB27,10,1.3
9C8F1731D481,9,1.333333
9C95376E8F12,11,1.0
9C97C5A04635,9,1.555556
9C9986ED9D48,11,1.0
9C9A7F516514,6,0.833333
9C9F8BC72552,13,0.923077
9CA7EB20C36E,11,1.272727
9CB9332C3967,9,1.0
9CBCAE800CB9,15,1.4
9CC05FDD1C8F,13,0.846154
9CC56462B5A0,12,1.0
9CD2E00F79A3,7,1.0
9CD49AB8E6A4,12,1.166667
9CD52AD87E2C,12,1.0
9CE013DB5F00,9,1.0
9CE678CF0BAE,10,1.0
9CEF32A439DC,9,1.0
9CEF76DD7310,6,1.666667
9CFA2E61E0C0,11,1.272727
9CFA62F555FF,9,1.0
9CFB3963E24C,13,1.538462
9CFB67B24EC3,5,0.4
9D00C7F1D0BB,16,1.0625
9D01B8F6535B,5,1.8
9D05C9239608,10,1.0
9D0665A39328,8,1.0
9D0934987831,11,0.909091
9D11DCCB8271,8,0.875
9D1C26B1696F,13,1.153846
9D1F1FD728E3,11,1.090909
9D1F87DD8CC1,8,0.75
9D1FEBF9237B,9,1.333333
9D29B2E438C8,11,1.363636
9D29CF8A1C16,6,1.166667
9D2D6842C1B3,6,1.0
9D334944FAF2,8,1.0
9D40E94D6935,11,1.0
9D44794877F3,9,1.0
9D449BEA0CA6,12,1.0
9D4F9CC286B7,13,1.0
9D53E0729D4B,8,1.0
9D67AEFEBA1E,5,1.0
9D68CE2763CB,8,1.0
9D780EA82AD3,12,1.083333
9D785AF5EB4B,14,1.5
9D7DC07877A6,14,0.928571
9D8B3825C355,5,0.6
9D8BCE7B3C6B,12,1.0
9D967AA72C96,3,0.666667
9D9BC47E7E96,10,1.0
9D9F53F9EB5C,11,1.0
9DA131E0F720,12,1.416667
9DB1AA4819AD,13,1.461538
9DB6507F7EEE,6,1.0
9DB6D2ADE58A,9,1.111111
9DBCBFD45366,11,1.090909
9DC08D601022,8,1.0
9DC3CADE8953,7,1.142857
9DC67ADABCA8,7,1.0
9DCA96730E4B,11,1.909091
